,Unnamed: 0,Date,Station,Rainfall (mm),Temperature (°C),Humidity (%),Wind Speed (km/h),Precipitation Type
1830,1830,1/6/2023,Dharan,14.619999999999997,32.9,77,13.5,Drizzle
1831,1831,1/7/2023,Dharan,71.64,17.3,61,2.8,Snow
1832,1832,1/8/2023,Dharan,0.0,15.5,51,1.9,Snow
1833,1833,1/9/2023,Dharan,0.0,19.2,100,2.8,Rain
1834,1834,1/10/2023,Dharan,0.0,19.7,44,12.3,
1835,1835,1/11/2023,Dharan,69.86,27.5,50,3.2,Rain
1836,1836,1/12/2023,Dharan,0.0,17.8,73,11.6,Rain
1837,1837,1/13/2023,Dharan,64.81,31.7,44,3.6,
1838,1838,1/14/2023,Dharan,23.33,24.5,77,13.6,Drizzle
1839,1839,1/15/2023,Dharan,0.0,10.4,65,1.9,Rain
1840,1840,1/16/2023,Dharan,0.0,21.8,66,7.4,Drizzle
1841,1841,1/17/2023,Dharan,0.0,35.0,74,17.6,
1842,1842,1/18/2023,Dharan,61.18,23.5,50,11.1,Rain
1843,1843,1/19/2023,Dharan,71.18,12.7,100,0.6,Rain
1844,1844,1/20/2023,Dharan,20.74,32.7,69,4.3,Drizzle
1845,1845,1/21/2023,Dharan,15.420000000000002,15.2,88,15.0,Drizzle
1846,1846,1/22/2023,Dharan,77.99,14.3,45,13.5,
1847,1847,1/23/2023,Dharan,30.939999999999998,20.1,99,12.0,Drizzle
1848,1848,1/24/2023,Dharan,51.58,26.5,40,5.8,
1849,1849,1/25/2023,Dharan,12.2,12.6,48,10.5,Drizzle
1850,1850,1/26/2023,Dharan,24.58,29.2,42,15.7,
1851,1851,1/27/2023,Dharan,13.15,17.5,88,11.9,Rain
1852,1852,1/28/2023,Dharan,93.2,11.6,85,14.1,Snow
1853,1853,1/29/2023,Dharan,0.0,14.2,51,2.8,Rain
1854,1854,1/30/2023,Dharan,78.65,21.0,94,4.8,Rain
1855,1855,1/31/2023,Dharan,37.37,17.3,72,12.8,Drizzle
1856,1856,2/1/2023,Dharan,66.01,17.6,83,11.3,Drizzle
1857,1857,2/2/2023,Dharan,16.4,32.4,41,6.5,
1858,1858,2/3/2023,Dharan,32.11,17.9,96,17.7,Drizzle
1859,1859,2/4/2023,Dharan,87.81,13.6,74,14.7,Snow
1860,1860,2/5/2023,Dharan,73.99,23.1,50,18.4,Snow
1861,1861,2/6/2023,Dharan,79.87,14.0,88,9.8,
1862,1862,2/7/2023,Dharan,45.66,29.1,67,19.9,Snow
1863,1863,2/8/2023,Dharan,8.67,25.3,76,6.8,Snow
1864,1864,2/9/2023,Dharan,20.46,12.4,49,19.9,Snow
1865,1865,2/10/2023,Dharan,33.45,21.5,80,4.6,Rain
1866,1866,2/11/2023,Dharan,19.13,26.8,83,10.7,
1867,1867,2/12/2023,Dharan,3.71,11.6,49,13.6,
1868,1868,2/13/2023,Dharan,0.0,16.5,61,15.5,
1869,1869,2/14/2023,Dharan,0.0,22.4,98,11.9,Rain
1870,1870,2/15/2023,Dharan,24.73,26.7,100,8.5,Snow
1871,1871,2/16/2023,Dharan,0.0,31.7,59,1.2,Rain
1872,1872,2/17/2023,Dharan,32.94,33.9,96,10.5,Drizzle
1873,1873,2/18/2023,Dharan,0.0,34.5,41,12.4,Snow
1874,1874,2/19/2023,Dharan,5.79,14.9,94,0.3,Snow
1875,1875,2/20/2023,Dharan,0.0,29.7,42,8.2,
1876,1876,2/21/2023,Dharan,0.0,28.7,63,18.3,
1877,1877,2/22/2023,Dharan,3.1900000000000004,15.4,54,3.9,Rain
1878,1878,2/23/2023,Dharan,27.24,18.5,49,18.3,Snow
1879,1879,2/24/2023,Dharan,54.67,27.8,48,8.1,
1880,1880,2/25/2023,Dharan,98.86,11.0,67,5.6,Rain
1881,1881,2/26/2023,Dharan,0.0,30.5,93,18.6,
1882,1882,2/27/2023,Dharan,85.22,22.6,44,12.2,
1883,1883,2/28/2023,Dharan,65.59,17.4,95,5.6,Drizzle
1884,1884,3/1/2023,Dharan,23.76,25.2,91,16.4,Snow
1885,1885,3/2/2023,Dharan,86.49,14.5,99,15.4,
1886,1886,3/3/2023,Dharan,15.02,14.4,49,5.1,Snow
1887,1887,3/4/2023,Dharan,75.87,15.7,71,13.2,Snow
1888,1888,3/5/2023,Dharan,65.43,34.9,58,16.7,
1889,1889,3/6/2023,Dharan,2.99,27.0,41,8.2,Drizzle
1890,1890,3/7/2023,Dharan,51.37,27.2,78,14.0,Rain
1891,1891,3/8/2023,Dharan,93.46,10.9,86,16.1,
1892,1892,3/9/2023,Dharan,73.94,12.0,95,10.5,Snow
1893,1893,3/10/2023,Dharan,9.87,29.6,76,16.7,
1894,1894,3/11/2023,Dharan,20.13,19.3,66,18.4,Snow
1895,1895,3/12/2023,Dharan,51.27,25.6,93,6.1,Drizzle
1896,1896,3/13/2023,Dharan,0.0,34.9,65,16.1,
1897,1897,3/14/2023,Dharan,41.94,13.6,74,0.3,Drizzle
1898,1898,3/15/2023,Dharan,79.11,28.1,92,14.2,Rain
1899,1899,3/16/2023,Dharan,41.89,16.8,78,13.6,Rain
1900,1900,3/17/2023,Dharan,78.27,24.0,71,8.6,Drizzle
1901,1901,3/18/2023,Dharan,84.68,17.5,51,6.6,Rain
1902,1902,3/19/2023,Dharan,52.93,34.8,54,17.6,Drizzle
1903,1903,3/20/2023,Dharan,1.4700000000000002,26.0,42,10.3,
1904,1904,3/21/2023,Dharan,0.0,27.6,58,17.9,Snow
1905,1905,3/22/2023,Dharan,45.68,26.9,81,4.5,Snow
1906,1906,3/23/2023,Dharan,58.66,31.0,81,5.3,Rain
1907,1907,3/24/2023,Dharan,4.45,12.5,51,15.1,Rain
1908,1908,3/25/2023,Dharan,12.65,14.9,57,16.5,
1909,1909,3/26/2023,Dharan,27.4,29.6,41,13.4,Snow
1910,1910,3/27/2023,Dharan,64.11,33.5,40,1.7,
1911,1911,3/28/2023,Dharan,0.0,33.9,91,8.8,Snow
1912,1912,3/29/2023,Dharan,0.0,29.9,63,14.0,Drizzle
1913,1913,3/30/2023,Dharan,52.89,33.4,48,16.6,Snow
1914,1914,3/31/2023,Dharan,30.239999999999995,34.7,66,4.9,Snow
1915,1915,4/1/2023,Dharan,68.2,13.7,62,4.0,
1916,1916,4/2/2023,Dharan,44.77,21.4,93,6.6,Rain
1917,1917,4/3/2023,Dharan,0.0,11.0,74,6.7,
1918,1918,4/4/2023,Dharan,81.85,12.6,97,4.4,Drizzle
1919,1919,4/5/2023,Dharan,0.0,11.5,100,14.5,Snow
1920,1920,4/6/2023,Dharan,98.9,18.0,64,14.7,
1921,1921,4/7/2023,Dharan,76.69,14.1,43,18.4,Drizzle
1922,1922,4/8/2023,Dharan,74.61,29.7,85,6.1,Drizzle
1923,1923,4/9/2023,Dharan,0.0,10.6,48,9.4,Rain
1924,1924,4/10/2023,Dharan,0.0,12.7,57,5.9,
1925,1925,4/11/2023,Dharan,0.0,21.9,66,6.6,Rain
1926,1926,4/12/2023,Dharan,0.0,16.6,87,14.7,Drizzle
1927,1927,4/13/2023,Dharan,18.79,33.7,91,16.2,
1928,1928,4/14/2023,Dharan,21.27,14.8,51,3.9,Drizzle
1929,1929,4/15/2023,Dharan,68.42,15.5,88,18.6,Drizzle
1930,1930,4/16/2023,Dharan,0.0,30.6,55,9.2,Drizzle
1931,1931,4/17/2023,Dharan,0.0,27.2,80,4.1,Drizzle
1932,1932,4/18/2023,Dharan,79.91,22.8,91,4.3,
1933,1933,4/19/2023,Dharan,26.48,29.2,59,15.7,
1934,1934,4/20/2023,Dharan,92.57,32.4,53,6.2,Snow
1935,1935,4/21/2023,Dharan,49.96,29.3,74,6.3,Snow
1936,1936,4/22/2023,Dharan,24.51,31.5,93,17.9,Snow
1937,1937,4/23/2023,Dharan,0.0,17.3,98,7.1,
1938,1938,4/24/2023,Dharan,63.370000000000005,21.5,49,4.5,
1939,1939,4/25/2023,Dharan,0.0,14.7,54,1.2,Rain
1940,1940,4/26/2023,Dharan,76.3,24.6,94,6.6,Rain
1941,1941,4/27/2023,Dharan,6.01,11.5,58,0.3,Drizzle
1942,1942,4/28/2023,Dharan,5.33,15.2,79,13.2,Rain
1943,1943,4/29/2023,Dharan,0.0,18.5,50,3.6,Drizzle
1944,1944,4/30/2023,Dharan,25.47,29.1,51,17.8,Snow
1945,1945,5/1/2023,Dharan,65.64,25.7,92,3.7,Rain
1946,1946,5/2/2023,Dharan,90.33,29.7,81,0.9,Rain
1947,1947,5/3/2023,Dharan,0.0,12.6,86,0.2,Snow
1948,1948,5/4/2023,Dharan,47.32,30.2,64,19.8,Drizzle
1949,1949,5/5/2023,Dharan,72.99,10.4,52,17.9,
1950,1950,5/6/2023,Dharan,15.740000000000002,17.0,84,16.7,Snow
1951,1951,5/7/2023,Dharan,46.02,26.5,53,9.7,Drizzle
1952,1952,5/8/2023,Dharan,87.16,33.6,85,4.9,
1953,1953,5/9/2023,Dharan,32.42,23.5,69,16.5,Rain
1954,1954,5/10/2023,Dharan,0.0,28.9,91,6.1,
1955,1955,5/11/2023,Dharan,0.0,27.7,95,10.5,Snow
1956,1956,5/12/2023,Dharan,74.17,34.5,49,12.8,Drizzle
1957,1957,5/13/2023,Dharan,27.27,30.0,79,7.7,Snow
1958,1958,5/14/2023,Dharan,0.0,16.5,61,3.7,
1959,1959,5/15/2023,Dharan,0.0,31.0,77,8.3,Rain
1960,1960,5/16/2023,Dharan,0.0,18.5,68,17.5,Snow
1961,1961,5/17/2023,Dharan,26.76,20.0,65,9.8,Snow
1962,1962,5/18/2023,Dharan,69.69,29.9,53,7.1,Drizzle
1963,1963,5/19/2023,Dharan,0.0,20.1,58,10.0,Drizzle
1964,1964,5/20/2023,Dharan,21.92,29.5,62,4.5,Rain
1965,1965,5/21/2023,Dharan,0.0,12.2,86,9.8,
1966,1966,5/22/2023,Dharan,0.0,32.4,96,7.6,Rain
1967,1967,5/23/2023,Dharan,61.88,11.1,73,1.5,
1968,1968,5/24/2023,Dharan,23.5,22.7,58,1.3,Rain
1969,1969,5/25/2023,Dharan,31.78,13.5,97,0.8,Drizzle
1970,1970,5/26/2023,Dharan,22.57,24.8,65,19.4,Drizzle
1971,1971,5/27/2023,Dharan,0.0,20.7,62,11.2,Drizzle
1972,1972,5/28/2023,Dharan,23.39,12.9,63,12.0,Snow
1973,1973,5/29/2023,Dharan,0.0,19.0,64,9.2,Drizzle
1974,1974,5/30/2023,Dharan,0.0,33.0,98,8.0,Snow
1975,1975,5/31/2023,Dharan,69.7,10.7,61,17.5,Rain
1976,1976,6/1/2023,Dharan,0.0,33.2,79,16.2,
1977,1977,6/2/2023,Dharan,68.74,19.8,88,1.1,
1978,1978,6/3/2023,Dharan,0.0,11.9,46,4.3,
1979,1979,6/4/2023,Dharan,55.16,18.8,77,7.9,Rain
1980,1980,6/5/2023,Dharan,0.0,20.3,98,17.8,Rain
1981,1981,6/6/2023,Dharan,4.28,23.9,59,14.3,Drizzle
1982,1982,6/7/2023,Dharan,29.75,29.5,80,10.9,
1983,1983,6/8/2023,Dharan,47.37,31.8,64,2.3,Drizzle
1984,1984,6/9/2023,Dharan,7.17,17.2,60,10.7,Snow
1985,1985,6/10/2023,Dharan,64.45,15.2,50,18.6,
1986,1986,6/11/2023,Dharan,52.08,29.7,95,4.2,Rain
1987,1987,6/12/2023,Dharan,13.01,32.7,45,2.3,Drizzle
1988,1988,6/13/2023,Dharan,84.62,27.3,45,10.2,
1989,1989,6/14/2023,Dharan,0.0,27.5,79,19.9,Drizzle
1990,1990,6/15/2023,Dharan,0.0,17.5,65,4.7,
1991,1991,6/16/2023,Dharan,60.39,17.4,84,7.4,
1992,1992,6/17/2023,Dharan,0.0,11.6,54,2.0,
1993,1993,6/18/2023,Dharan,1.94,15.1,90,17.8,Drizzle
1994,1994,6/19/2023,Dharan,59.68,15.2,56,13.4,Rain
1995,1995,6/20/2023,Dharan,36.57,27.3,40,5.3,Rain
1996,1996,6/21/2023,Dharan,90.03,10.4,54,2.0,
1997,1997,6/22/2023,Dharan,15.14,10.7,87,9.3,Rain
1998,1998,6/23/2023,Dharan,0.0,28.9,82,4.1,
1999,1999,6/24/2023,Dharan,0.0,30.0,90,16.6,Rain
2000,2000,6/25/2023,Dharan,0.0,29.4,71,14.2,Rain
2001,2001,6/26/2023,Dharan,0.0,24.6,80,0.6,Snow
2002,2002,6/27/2023,Dharan,23.02,15.6,92,14.8,
2003,2003,6/28/2023,Dharan,0.0,20.0,49,10.1,Rain
2004,2004,6/29/2023,Dharan,85.06,18.0,44,17.1,Drizzle
2005,2005,6/30/2023,Dharan,20.0,33.9,64,10.3,Rain
2006,2006,7/1/2023,Dharan,23.09,16.0,93,1.9,Rain
2007,2007,7/2/2023,Dharan,65.42,10.5,76,13.8,Drizzle
2008,2008,7/3/2023,Dharan,11.3,18.9,42,4.3,
2009,2009,7/4/2023,Dharan,0.0,16.7,100,0.1,
2010,2010,7/5/2023,Dharan,0.0,32.2,81,6.6,Rain
2011,2011,7/6/2023,Dharan,51.09,15.3,69,9.1,Snow
2012,2012,7/7/2023,Dharan,75.78,26.9,50,5.2,
2013,2013,7/8/2023,Dharan,74.15,25.9,93,12.2,Rain
2014,2014,7/9/2023,Dharan,71.06,14.8,59,13.2,Rain
2015,2015,7/10/2023,Dharan,48.99,34.1,64,7.2,
2016,2016,7/11/2023,Dharan,50.05,32.2,90,15.6,Rain
2017,2017,7/12/2023,Dharan,99.47,22.5,69,14.9,
2018,2018,7/13/2023,Dharan,21.65,12.8,47,5.6,Snow
2019,2019,7/14/2023,Dharan,0.0,17.0,50,4.5,Drizzle
2020,2020,7/15/2023,Dharan,0.0,34.7,97,11.4,
2021,2021,7/16/2023,Dharan,71.81,21.8,40,2.8,Drizzle
2022,2022,7/17/2023,Dharan,9.04,19.1,91,18.7,
2023,2023,7/18/2023,Dharan,58.16,21.2,63,4.4,Rain
2024,2024,7/19/2023,Dharan,82.14,22.0,50,1.3,Drizzle
2025,2025,7/20/2023,Dharan,71.76,21.1,73,14.8,Drizzle
2026,2026,7/21/2023,Dharan,22.65,26.2,67,17.2,
2027,2027,7/22/2023,Dharan,22.06,27.4,59,1.4,Rain
2028,2028,7/23/2023,Dharan,96.61,31.7,84,16.3,Rain
2029,2029,7/24/2023,Dharan,51.08,15.2,94,19.8,
2030,2030,7/25/2023,Dharan,56.62,19.5,73,5.8,Rain
2031,2031,7/26/2023,Dharan,0.0,21.0,88,9.3,Drizzle
2032,2032,7/27/2023,Dharan,47.63,34.5,91,16.1,Rain
2033,2033,7/28/2023,Dharan,0.0,30.3,96,14.0,Rain
2034,2034,7/29/2023,Dharan,61.68,25.4,76,1.1,Drizzle
2035,2035,7/30/2023,Dharan,1.9100000000000001,17.4,60,16.2,
2036,2036,7/31/2023,Dharan,0.0,24.4,79,8.0,Rain
2037,2037,8/1/2023,Dharan,40.01,21.8,41,6.5,Drizzle
2038,2038,8/2/2023,Dharan,13.02,13.1,82,1.9,Snow
2039,2039,8/3/2023,Dharan,0.0,26.8,64,2.3,Rain
2040,2040,8/4/2023,Dharan,24.66,16.5,69,9.0,
2041,2041,8/5/2023,Dharan,26.48,23.5,85,11.0,Rain
2042,2042,8/6/2023,Dharan,0.0,17.6,93,17.9,Drizzle
2043,2043,8/7/2023,Dharan,89.55,23.4,88,4.7,
2044,2044,8/8/2023,Dharan,51.89,32.3,100,3.5,Rain
2045,2045,8/9/2023,Dharan,0.0,23.6,40,18.1,Snow
2046,2046,8/10/2023,Dharan,98.0,11.7,68,7.9,
2047,2047,8/11/2023,Dharan,38.67,29.2,60,14.4,Snow
2048,2048,8/12/2023,Dharan,74.83,12.5,47,19.3,
2049,2049,8/13/2023,Dharan,53.49,32.7,44,7.6,Snow
2050,2050,8/14/2023,Dharan,0.0,22.8,58,3.2,Drizzle
2051,2051,8/15/2023,Dharan,27.39,22.3,68,18.4,Rain
2052,2052,8/16/2023,Dharan,54.13,22.0,79,9.6,Snow
2053,2053,8/17/2023,Dharan,95.8,28.5,86,15.4,Rain
2054,2054,8/18/2023,Dharan,0.0,32.5,63,8.2,
2055,2055,8/19/2023,Dharan,0.0,29.6,67,6.3,Snow
2056,2056,8/20/2023,Dharan,12.52,34.4,40,6.7,Drizzle
2057,2057,8/21/2023,Dharan,34.22,10.7,66,7.6,
2058,2058,8/22/2023,Dharan,0.0,24.4,40,0.3,
2059,2059,8/23/2023,Dharan,19.38,16.3,82,17.0,
2060,2060,8/24/2023,Dharan,91.14,32.5,55,6.5,Rain
2061,2061,8/25/2023,Dharan,73.12,26.8,73,13.1,Snow
2062,2062,8/26/2023,Dharan,89.97,15.7,43,16.9,Rain
2063,2063,8/27/2023,Dharan,25.81,33.0,43,5.3,Drizzle
2064,2064,8/28/2023,Dharan,4.1,18.3,45,19.1,
2065,2065,8/29/2023,Dharan,0.0,22.5,96,11.5,Snow
2066,2066,8/30/2023,Dharan,60.74,34.5,87,17.7,Rain
2067,2067,8/31/2023,Dharan,62.08,24.0,97,18.0,Rain
2068,2068,9/1/2023,Dharan,72.68,18.8,87,7.6,Drizzle
2069,2069,9/2/2023,Dharan,0.0,28.0,77,3.6,
2070,2070,9/3/2023,Dharan,0.0,33.4,98,5.4,Rain
2071,2071,9/4/2023,Dharan,36.2,20.8,45,13.7,
2072,2072,9/5/2023,Dharan,0.0,28.2,99,8.4,
2073,2073,9/6/2023,Dharan,0.0,23.5,64,19.7,Snow
2074,2074,9/7/2023,Dharan,95.03,18.9,94,14.0,Rain
2075,2075,9/8/2023,Dharan,14.71,29.1,67,12.1,Rain
2076,2076,9/9/2023,Dharan,23.75,26.5,45,5.9,Drizzle
2077,2077,9/10/2023,Dharan,87.55,26.7,42,10.6,Snow
2078,2078,9/11/2023,Dharan,85.89,24.4,78,16.1,
2079,2079,9/12/2023,Dharan,43.42,10.5,55,13.0,Drizzle
2080,2080,9/13/2023,Dharan,0.0,19.0,85,0.8,
2081,2081,9/14/2023,Dharan,0.0,12.3,73,18.4,Rain
2082,2082,9/15/2023,Dharan,61.56,16.4,45,7.7,Snow
2083,2083,9/16/2023,Dharan,71.06,18.3,69,14.0,
2084,2084,9/17/2023,Dharan,4.54,18.1,81,12.7,Snow
2085,2085,9/18/2023,Dharan,5.79,17.0,65,14.1,
2086,2086,9/19/2023,Dharan,28.87,22.4,66,2.6,Rain
2087,2087,9/20/2023,Dharan,11.76,14.5,74,6.8,Rain
2088,2088,9/21/2023,Dharan,21.22,25.4,83,19.1,
2089,2089,9/22/2023,Dharan,36.54,32.3,45,8.7,Snow
2090,2090,9/23/2023,Dharan,0.0,34.9,55,7.4,Snow
2091,2091,9/24/2023,Dharan,57.87,10.9,79,11.2,
2092,2092,9/25/2023,Dharan,16.5,12.1,50,12.1,Snow
2093,2093,9/26/2023,Dharan,58.99,30.3,90,13.2,Rain
2094,2094,9/27/2023,Dharan,58.4,19.2,95,0.6,Snow
2095,2095,9/28/2023,Dharan,0.0,18.8,91,6.0,Snow
2096,2096,9/29/2023,Dharan,62.77000000000001,11.7,57,5.1,Drizzle
2097,2097,9/30/2023,Dharan,11.67,28.9,98,7.4,Snow
2098,2098,10/1/2023,Dharan,68.27,19.5,73,11.0,Snow
2099,2099,10/2/2023,Dharan,75.79,32.4,49,12.9,
2100,2100,10/3/2023,Dharan,39.09,15.6,70,4.4,Snow
2101,2101,10/4/2023,Dharan,0.0,22.3,51,16.4,Rain
2102,2102,10/5/2023,Dharan,47.93,16.8,81,8.0,Snow
2103,2103,10/6/2023,Dharan,0.0,22.9,49,2.1,
2104,2104,10/7/2023,Dharan,5.13,18.5,85,5.7,Drizzle
2105,2105,10/8/2023,Dharan,0.0,18.3,63,12.7,Rain
2106,2106,10/9/2023,Dharan,85.21,24.4,65,1.2,Drizzle
2107,2107,10/10/2023,Dharan,93.59,15.5,73,9.5,Snow
2108,2108,10/11/2023,Dharan,0.9500000000000002,12.5,61,12.2,Rain
2109,2109,10/12/2023,Dharan,15.84,30.4,95,11.1,
2110,2110,10/13/2023,Dharan,32.11,11.9,80,3.8,Snow
2111,2111,10/14/2023,Dharan,38.05,19.3,71,19.9,
2112,2112,10/15/2023,Dharan,84.56,25.8,40,9.0,Snow
2113,2113,10/16/2023,Dharan,0.0,28.1,76,4.4,Snow
2114,2114,10/17/2023,Dharan,16.62,21.9,90,3.9,Drizzle
2115,2115,10/18/2023,Dharan,17.48,24.0,96,9.8,Rain
2116,2116,10/19/2023,Dharan,91.18,31.1,51,6.3,Snow
2117,2117,10/20/2023,Dharan,0.0,32.8,90,7.6,Drizzle
2118,2118,10/21/2023,Dharan,58.28,28.1,55,3.3,Rain
2119,2119,10/22/2023,Dharan,89.29,19.8,88,6.8,
2120,2120,10/23/2023,Dharan,0.0,24.6,79,3.2,Rain
2121,2121,10/24/2023,Dharan,69.87,11.2,92,4.0,Snow
2122,2122,10/25/2023,Dharan,90.78,15.4,52,9.2,Snow
2123,2123,10/26/2023,Dharan,31.700000000000003,29.3,99,15.0,
2124,2124,10/27/2023,Dharan,0.0,18.8,88,13.8,
2125,2125,10/28/2023,Dharan,21.01,17.0,57,19.3,
2126,2126,10/29/2023,Dharan,90.7,18.9,46,1.6,Rain
2127,2127,10/30/2023,Dharan,72.39,12.7,73,13.2,Snow
2128,2128,10/31/2023,Dharan,93.16,10.4,77,11.6,Snow
2129,2129,11/1/2023,Dharan,80.68,18.4,70,0.1,Rain
2130,2130,11/2/2023,Dharan,54.1,29.1,76,9.7,Snow
2131,2131,11/3/2023,Dharan,36.07,27.4,96,6.6,Snow
2132,2132,11/4/2023,Dharan,94.21,24.4,83,11.5,
2133,2133,11/5/2023,Dharan,39.96,15.0,99,9.5,Snow
2134,2134,11/6/2023,Dharan,0.0,17.3,66,13.4,Rain
2135,2135,11/7/2023,Dharan,32.52,12.4,63,1.3,Drizzle
2136,2136,11/8/2023,Dharan,0.0,14.6,44,5.5,Rain
2137,2137,11/9/2023,Dharan,88.57,10.9,76,2.7,
2138,2138,11/10/2023,Dharan,6.359999999999999,11.0,66,19.6,Drizzle
2139,2139,11/11/2023,Dharan,0.0,12.5,57,3.5,Snow
2140,2140,11/12/2023,Dharan,75.65,18.8,60,9.6,Snow
2141,2141,11/13/2023,Dharan,49.91,33.7,53,4.3,Rain
2142,2142,11/14/2023,Dharan,0.0,15.9,63,18.4,Snow
2143,2143,11/15/2023,Dharan,73.0,34.2,45,11.0,
2144,2144,11/16/2023,Dharan,92.03,28.4,91,17.0,Rain
2145,2145,11/17/2023,Dharan,24.59,23.9,85,12.9,Drizzle
2146,2146,11/18/2023,Dharan,73.21,25.4,83,18.6,Snow
2147,2147,11/19/2023,Dharan,54.26,30.0,72,19.3,Drizzle
2148,2148,11/20/2023,Dharan,58.01,14.3,81,8.2,Snow
2149,2149,11/21/2023,Dharan,0.0,22.4,80,15.5,Snow
2150,2150,11/22/2023,Dharan,62.22,27.7,51,18.0,Rain
2151,2151,11/23/2023,Dharan,0.0,16.3,97,8.7,
2152,2152,11/24/2023,Dharan,41.51,26.9,78,1.8,Snow
2153,2153,11/25/2023,Dharan,12.35,22.3,77,13.6,Snow
2154,2154,11/26/2023,Dharan,66.66,23.5,54,19.3,
2155,2155,11/27/2023,Dharan,0.0,30.6,81,18.0,Drizzle
2156,2156,11/28/2023,Dharan,0.0,28.1,63,14.6,Rain
2157,2157,11/29/2023,Dharan,68.05,28.0,95,10.5,Snow
2158,2158,11/30/2023,Dharan,36.81,15.6,57,18.1,Snow
2159,2159,12/1/2023,Dharan,4.06,10.1,64,19.6,Rain
2160,2160,12/2/2023,Dharan,0.0,19.7,81,17.9,Rain
2161,2161,12/3/2023,Dharan,2.25,13.4,59,9.6,Snow
2162,2162,12/4/2023,Dharan,0.0,19.0,73,0.7,Drizzle
2163,2163,12/5/2023,Dharan,0.0,18.2,86,7.3,Snow
2164,2164,12/6/2023,Dharan,0.0,34.6,40,7.2,Snow
2165,2165,12/7/2023,Dharan,29.54,12.2,45,11.0,Snow
2166,2166,12/8/2023,Dharan,54.46,23.1,75,18.3,Drizzle
2167,2167,12/9/2023,Dharan,58.11,28.4,80,5.9,Drizzle
2168,2168,12/10/2023,Dharan,66.84,30.5,40,0.8,Rain
2169,2169,12/11/2023,Dharan,0.0,30.2,77,4.3,Snow
2170,2170,12/12/2023,Dharan,79.59,27.7,69,5.4,Snow
2171,2171,12/13/2023,Dharan,43.79,33.3,52,9.8,Rain
2172,2172,12/14/2023,Dharan,0.0,29.3,65,9.5,Drizzle
2173,2173,12/15/2023,Dharan,61.52,17.8,70,16.4,
2174,2174,12/16/2023,Dharan,28.14,32.7,81,10.4,Drizzle
2175,2175,12/17/2023,Dharan,0.0,15.3,40,6.6,Snow
2176,2176,12/18/2023,Dharan,94.51,17.4,86,9.8,Rain
2177,2177,12/19/2023,Dharan,0.0,21.2,77,2.8,Snow
2178,2178,12/20/2023,Dharan,45.69,30.5,87,17.4,
2179,2179,12/21/2023,Dharan,83.22,15.2,63,12.1,Drizzle
2180,2180,12/22/2023,Dharan,0.0,31.0,83,13.1,
2181,2181,12/23/2023,Dharan,41.35,10.1,65,18.7,Rain
2182,2182,12/24/2023,Dharan,22.18,28.7,66,1.0,
2183,2183,12/25/2023,Dharan,50.28,13.3,46,1.7,
2184,2184,12/26/2023,Dharan,0.0,23.3,52,17.7,Snow
2185,2185,12/27/2023,Dharan,0.0,27.8,41,0.5,Drizzle
2186,2186,12/28/2023,Dharan,81.9,34.9,83,2.6,Snow
2187,2187,12/29/2023,Dharan,0.0,19.4,40,4.7,
2188,2188,12/30/2023,Dharan,28.44,18.2,62,13.3,Rain
2189,2189,12/31/2023,Dharan,23.63,22.7,41,5.0,
2190,2190,1/1/2023,Janakpur,33.98,10.1,99,14.7,Rain
2191,2191,1/2/2023,Janakpur,0.0,30.2,76,15.7,
2192,2192,1/3/2023,Janakpur,0.0,25.7,59,0.9,
2193,2193,1/4/2023,Janakpur,80.52,25.6,80,7.8,Snow
2194,2194,1/5/2023,Janakpur,53.08,22.2,75,8.1,Snow
2195,2195,1/6/2023,Janakpur,0.0,34.7,63,12.9,Drizzle
2196,2196,1/7/2023,Janakpur,0.0,24.5,46,11.5,
2197,2197,1/8/2023,Janakpur,28.92,16.0,84,4.8,Drizzle
2198,2198,1/9/2023,Janakpur,44.44,16.0,40,11.8,Drizzle
2199,2199,1/10/2023,Janakpur,58.0,29.9,62,1.7,Snow
2200,2200,1/11/2023,Janakpur,85.72,30.7,68,10.2,Rain
2201,2201,1/12/2023,Janakpur,14.95,30.1,68,11.7,
2202,2202,1/13/2023,Janakpur,38.37,14.9,94,4.1,
2203,2203,1/14/2023,Janakpur,0.0,33.9,46,16.3,Rain
2204,2204,1/15/2023,Janakpur,23.16,15.2,43,6.3,Snow
2205,2205,1/16/2023,Janakpur,46.34,15.9,98,7.8,Rain
2206,2206,1/17/2023,Janakpur,18.77,33.2,54,8.8,Snow
2207,2207,1/18/2023,Janakpur,81.94,19.5,67,17.3,Snow
2208,2208,1/19/2023,Janakpur,86.68,21.9,81,9.3,Drizzle
2209,2209,1/20/2023,Janakpur,90.93,25.3,98,15.3,
2210,2210,1/21/2023,Janakpur,2.87,12.3,84,13.7,
2211,2211,1/22/2023,Janakpur,39.18,13.7,96,13.9,Rain
2212,2212,1/23/2023,Janakpur,72.99,27.6,49,15.4,Drizzle
2213,2213,1/24/2023,Janakpur,1.9100000000000001,15.2,41,16.3,Drizzle
2214,2214,1/25/2023,Janakpur,0.0,13.7,53,3.4,Rain
2215,2215,1/26/2023,Janakpur,79.48,26.4,52,5.3,Snow
2216,2216,1/27/2023,Janakpur,59.35,13.4,47,0.4,Rain
2217,2217,1/28/2023,Janakpur,52.81,13.5,40,6.8,Rain
2218,2218,1/29/2023,Janakpur,72.37,23.4,93,4.0,
